chrom	start	end	tissue number	difference	tissue methylation
chr1	20185000	20185499	0	0.20244565217391305	0.016304347826086956
chr1	37519000	37519499	0	0.19976744186046513	0.495
chr1	9685500	9685999	0	0.19648093841642233	0.2954545454545454
chr1	25690000	25690499	0	0.19302325581395352	0.65
chr1	19433000	19433499	0	0.1883116883116882	0.6071428571428572
chr1	32274500	32274999	0	0.1880952380952382	0.5119047619047619
chr1	2115000	2115499	0	0.18778772378516628	0.6195652173913043
chr1	2296500	2296999	0	0.1875862068965516	0.6724137931034483
chr1	44801500	44801999	0	0.1875	0.0125
chr1	39819000	39819499	0	0.18435013262599464	0.6810344827586208
chr1	31058500	31058999	0	0.18114973262032097	0.7159090909090908
chr1	2970000	2970499	0	0.17989795918367357	0.69
chr1	31933500	31933999	0	0.17718855218855212	0.44318181818181823
chr1	9315000	9315499	0	0.1746080858085809	0.5729166666666666
chr1	34871500	34871999	0	0.16467630421118795	0.4864864864864865
chr1	21427500	21427999	0	0.16052827380952384	0.47619047619047616
chr1	6968500	6968999	0	0.16042288120722936	0.12195121951219513
chr1	2584000	2584499	0	0.1590909090909091	0.022727272727272728
chr1	9267000	9267499	0	0.15827956989247313	0.21
chr1	9417500	9417999	0	0.1555219012115564	0.3918918918918919
chr1	23600000	23600499	0	0.15500000000000003	0.575
chr1	2969500	2969999	0	0.15484515484515485	0.13636363636363638
chr1	93768000	93768499	0	0.15476190476190477	0.619047619047619
chr1	15347000	15347499	0	0.15425531914893617	0.16666666666666666
chr1	53294500	53294999	0	0.15172064777327932	0.4903846153846154
chr1	36161500	36161999	0	0.14967105263157893	0.03125
chr1	54170500	54170999	0	0.1467803030303031	0.71875
chr1	6466000	6466499	0	0.14639227642276426	0.08125
chr1	13487000	13487499	0	0.1460240274599542	0.2717391304347826
chr1	22634000	22634499	0	0.14583333333333337	0.6666666666666666
chr1	44724000	44724499	0	0.1455829326923077	0.5673076923076923
chr1	27521500	27521999	0	0.14508276533592987	0.038461538461538464
chr1	2049000	2049499	0	0.13966588966588966	0.2727272727272727
chr1	5882500	5882999	0	0.13816689466484278	0.7843137254901961
chr1	4222500	4222999	0	0.13815789473684215	0.6118421052631579
chr1	45163500	45163999	0	0.13616268788682584	0.7115384615384616
chr1	25618000	25618499	0	0.13013698630136986	0.0
chr1	43920000	43920499	0	0.129211389385808	0.7441860465116279
chr1	5110500	5110999	0	0.12916666666666676	0.4125
chr1	2298500	2298999	0	0.125	0.75
chr1	9558000	9558499	0	0.11998916576381347	0.7884615384615385
chr1	52603000	52603499	0	0.11952683615819204	0.34375
chr1	28096000	28096499	0	0.11818181818181817	0.7
chr1	82777500	82777999	0	0.11595570976630265	0.7804878048780488
chr1	25775000	25775499	0	0.11539035676966712	0.015151515151515152
chr1	9180000	9180499	1	0.7397807017543858	0.08771929824561403
chr1	41670500	41670999	1	0.5914634146341463	0.25609756097560976
chr1	84851500	84851999	1	0.5886524822695036	0.24468085106382978
chr1	27667500	27667999	1	0.5564989517819706	0.09444444444444444
chr1	26556000	26556499	1	0.5026223776223777	0.4204545454545454
chr1	86757000	86757499	1	0.4305555555555556	0.375
chr1	9899000	9899499	1	0.40770123839009276	0.4967105263157895
chr1	36122500	36122999	1	0.39632066276803124	0.4046052631578947
chr1	19318000	19318499	1	0.38021739130434784	0.4347826086956522
chr1	19436000	19436499	1	0.37437140804597696	0.15364583333333331
chr1	54965500	54965999	1	0.37	0.24999999999999997
chr1	39541500	39541999	1	0.36788291900561343	0.2441860465116279
chr1	46640500	46640999	1	0.36011904761904767	0.38095238095238093
chr1	9737000	9737499	1	0.3506944444444444	0.34375
chr1	9398500	9398999	1	0.3415991902834008	0.6057692307692307
chr1	19257500	19257999	1	0.3399193548387097	0.4625
chr1	51637000	51637499	1	0.3310185185185186	0.3125
chr1	28425500	28425999	1	0.3292792792792793	0.36666666666666664
chr1	7810500	7810999	1	0.32101449275362326	0.2333333333333333
chr1	62215000	62215499	1	0.3202388434946575	0.12162162162162163
chr1	22646000	22646499	1	0.3187681159420289	0.24456521739130435
chr1	24453000	24453499	1	0.31529516994633267	0.5480769230769231
chr1	56511500	56511999	1	0.3142857142857143	0.18571428571428572
chr1	10477000	10477499	1	0.3058862433862435	0.5714285714285714
chr1	28590000	28590499	1	0.3051470588235295	0.14583333333333331
chr1	9279500	9279999	1	0.3007575757575758	0.15
chr1	58888500	58888999	1	0.29989035087719296	0.543859649122807
chr1	58809000	58809499	1	0.2971014492753622	0.6195652173913044
chr1	41639500	41639999	1	0.28827519379844957	0.2325581395348837
chr1	27780000	27780499	1	0.2853320029027576	0.46226415094339623
chr1	1403500	1403999	1	0.2847222222222222	0.5069444444444444
chr1	60394500	60394999	1	0.28445747800586507	0.5564516129032258
chr1	40093500	40093999	1	0.27777777777777773	0.3333333333333333
chr1	23585500	23585999	1	0.2753356021932312	0.2052845528455285
chr1	28346000	28346499	1	0.2734375	0.6015625
chr1	9275000	9275499	1	0.2696917808219178	0.4375
chr1	19533500	19533999	1	0.2655737704918033	0.05
chr1	23785000	23785499	1	0.2589285714285714	0.6785714285714286
chr1	46593500	46593999	1	0.2578125	0.25
chr1	26555500	26555999	1	0.25750695088044484	0.2153846153846154
chr1	14762000	14762499	1	0.2558602150537635	0.435
chr1	39969000	39969499	1	0.2554659498207884	0.5806451612903226
chr1	36153000	36153499	1	0.2523845007451565	0.4385245901639344
chr1	3619500	3619999	1	0.250925925925926	0.2962962962962963
chr1	7304000	7304499	1	0.2509259259259259	0.3416666666666667
chr1	23010500	23010999	1	0.24943534726143424	0.3804347826086957
chr1	31425000	31425499	1	0.24780701754385948	0.4671052631578948
chr1	54171000	54171499	1	0.24761021142600081	0.6175213675213675
chr1	76261500	76261999	1	0.24759615384615385	0.34615384615384615
chr1	27864000	27864499	1	0.2407407407407407	0.17592592592592593
chr1	19257000	19257499	1	0.2405329593267882	0.3804347826086957
chr1	86776500	86776999	1	0.2404591532498508	0.6025641025641026
chr1	32637000	32637499	1	0.23958333333333337	0.34375
chr1	19488000	19488499	1	0.23809523809523805	0.20833333333333334
chr1	28715000	28715499	1	0.23726163234172384	0.18115942028985507
chr1	26314500	26314999	1	0.23666666666666664	0.43
chr1	40841500	40841999	1	0.23611111111111116	0.375
chr1	33455000	33455499	1	0.23349056603773588	0.6415094339622641
chr1	42919500	42919999	1	0.23348214285714286	0.234375
chr1	31535500	31535999	1	0.2319277108433735	0.25
chr1	19579500	19579999	1	0.23168563300142253	0.3223684210526315
chr1	26805000	26805499	1	0.23095238095238096	0.27499999999999997
chr1	44815500	44815999	1	0.22875615763546808	0.6160714285714285
chr1	18920000	18920499	1	0.22857142857142854	0.5714285714285714
chr1	57271000	57271499	1	0.22734375	0.3
chr1	59669500	59669999	1	0.22658730158730167	0.46785714285714286
chr1	6022500	6022999	1	0.22510518934081347	0.5652173913043478
chr1	46204500	46204999	1	0.22466216216216217	0.4375
chr1	58899500	58899999	1	0.22410865874363328	0.3548387096774194
chr1	87154500	87154999	1	0.22394578313253022	0.38749999999999996
chr1	15277500	15277999	1	0.221989966555184	0.5144230769230769
chr1	36119500	36119999	1	0.21929824561403505	0.25
chr1	12168000	12168499	1	0.21840277777777778	0.109375
chr1	25958500	25958999	1	0.21771978021978022	0.6428571428571428
chr1	31022500	31022999	1	0.2174447174447175	0.668918918918919
chr1	39540500	39540999	1	0.2158305693753455	0.1087962962962963
chr1	7811500	7811999	1	0.21550324675324684	0.6193181818181818
chr1	6063500	6063999	1	0.21445783132530127	0.3855421686746988
chr1	44078000	44078499	1	0.21389751552795033	0.40217391304347827
chr1	59507500	59507999	1	0.2137276785714286	0.5714285714285714
chr1	40939500	40939999	1	0.2125576036866359	0.2338709677419355
chr1	29711500	29711999	1	0.21130952380952384	0.39583333333333337
chr1	9179500	9179999	1	0.21115819209039544	0.08050847457627118
chr1	13724500	13724999	1	0.21064814814814803	0.5208333333333334
chr1	6056000	6056499	1	0.20862647905340578	0.07203389830508475
chr1	46509000	46509499	1	0.2067805383022775	0.6845238095238095
chr1	89799000	89799499	1	0.20477207977207978	0.34615384615384615
chr1	46049000	46049499	1	0.20454545454545447	0.5681818181818182
chr1	9152000	9152499	1	0.20313765182186239	0.6192307692307693
chr1	62236500	62236999	1	0.2016129032258065	0.6733870967741935
chr1	58846000	58846499	1	0.20154043645699615	0.7195121951219512
chr1	44670000	44670499	1	0.19963702359346647	0.6293103448275862
chr1	58820000	58820499	1	0.19900883687604487	0.3575949367088608
chr1	24501500	24501999	1	0.19623655913978488	0.3870967741935484
chr1	41735500	41735999	1	0.19610169491525425	0.02
chr1	26282500	26282999	1	0.19415509259259267	0.6574074074074073
chr1	45541500	45541999	1	0.19316909294512885	0.39893617021276595
chr1	39002500	39002999	1	0.19187192118226604	0.6724137931034483
chr1	15788500	15788999	1	0.1907665505226481	0.07142857142857142
chr1	54239000	54239499	1	0.1902777777777777	0.3888888888888889
chr1	53834500	53834999	2	0.9314814814814816	0.018518518518518517
chr1	23910000	23910499	2	0.8879310344827587	0.0
chr1	27442500	27442999	2	0.8677171610169492	0.0390625
chr1	9009500	9009999	2	0.8575471698113207	0.04245283018867925
chr1	26633000	26633499	2	0.8508545310015898	0.04779411764705882
chr1	15964500	15964999	2	0.849859022556391	0.05803571428571429
chr1	92975000	92975499	2	0.8480314960629921	0.001968503937007874
chr1	24748500	24748999	2	0.8460953346855984	0.021551724137931036
chr1	46321000	46321499	2	0.8320791527313266	0.010869565217391304
chr1	23888500	23888999	2	0.8252874175005322	0.029220779220779224
chr1	27442000	27442499	2	0.8232886904761905	0.033854166666666664
chr1	92976000	92976499	2	0.8222819593787336	0.06481481481481481
chr1	22165000	22165499	2	0.8216040716040716	0.016233766233766236
chr1	15564000	15564499	2	0.8101555987774381	0.02459016393442623
chr1	23909500	23909999	2	0.8083692528735633	0.030172413793103446
chr1	45411000	45411499	2	0.8081701807228916	0.05120481927710843
chr1	23911500	23911999	2	0.8074561403508773	0.017543859649122806
chr1	15572000	15572499	2	0.8057776162790697	0.0546875
chr1	21519000	21519499	2	0.805528799845887	0.0824022346368715
chr1	97331000	97331499	2	0.8020833333333334	0.07291666666666667
chr1	13667500	13667999	2	0.7864583333333333	0.0
chr1	6782000	6782499	2	0.7755775577557755	0.1410891089108911
chr1	805000	805499	2	0.775	0.1
chr1	19411500	19411999	2	0.7734375	0.0703125
chr1	27483000	27483499	2	0.7693456718157972	0.14554794520547945
chr1	17127000	17127499	2	0.7678571428571428	0.10714285714285715
chr1	46371000	46371499	2	0.7675514626218852	0.19014084507042253
chr1	2100500	2100999	2	0.7670270270270271	0.022972972972972974
chr1	75726500	75726999	2	0.7667792792792792	0.11666666666666667
chr1	87057500	87057999	2	0.7663461538461538	0.046153846153846156
chr1	32308500	32308999	2	0.7662037037037037	0.046296296296296294
chr1	63893000	63893499	2	0.7634976525821597	0.028169014084507043
chr1	1864500	1864999	2	0.759920634920635	0.1597222222222222
chr1	23912000	23912499	2	0.7574496288441146	0.026086956521739132
chr1	24734000	24734499	2	0.7567307692307692	0.1375
chr1	77770500	77770999	2	0.754769921436588	0.15432098765432098
chr1	66119000	66119499	2	0.754079254079254	0.0641025641025641
chr1	12040000	12040499	2	0.75	0.0
chr1	3665000	3665499	2	0.7485981308411216	0.0514018691588785
chr1	2577000	2577499	2	0.7477836879432624	0.14583333333333331
chr1	24227000	24227499	2	0.7451159951159952	0.15873015873015872
chr1	15563500	15563999	2	0.7447916666666666	0.15104166666666666
chr1	66380000	66380499	2	0.7379926108374385	0.09821428571428571
chr1	36195500	36195999	2	0.7369505494505494	0.1201923076923077
chr1	40313000	40313499	2	0.73671875	0.15
chr1	15094500	15094999	2	0.733912483912484	0.13513513513513514
chr1	23889000	23889499	2	0.7307692307692308	0.0
chr1	91349000	91349499	2	0.7283452807646356	0.1975806451612903
chr1	76219500	76219999	2	0.7275641025641026	0.10576923076923078
chr1	25585000	25585499	2	0.7201433121019108	0.09235668789808918
chr1	24226500	24226999	2	0.7196969696969696	0.11363636363636363
chr1	19393000	19393499	2	0.7127016129032258	0.03729838709677419
chr1	52532000	52532499	2	0.712469078540507	0.13446969696969696
chr1	9016000	9016499	2	0.7087912087912087	0.21428571428571427
chr1	45365000	45365499	2	0.7083333333333333	0.20833333333333331
chr1	39666500	39666999	2	0.7083333333333333	0.0
chr1	27481500	27481999	2	0.7043650793650793	0.1527777777777778
chr1	3909500	3909999	2	0.6978632478632478	0.057692307692307696
chr1	93642500	93642999	2	0.6931818181818181	0.125
chr1	67166000	67166499	2	0.6885093167701863	0.05434782608695652
chr1	32021500	32021999	2	0.6875	0.11250000000000002
chr1	32208000	32208499	2	0.6870967741935484	0.11290322580645161
chr1	74517500	74517999	2	0.6857142857142857	0.15714285714285714
chr1	6861500	6861999	2	0.6821428571428572	0.125
chr1	8366500	8366999	2	0.6801470588235294	0.1875
chr1	32649000	32649499	2	0.6792428861788617	0.19270833333333334
chr1	36256500	36256999	2	0.6787518037518038	0.21212121212121213
chr1	15974500	15974999	2	0.6688920825712046	0.08953488372093023
chr1	40699500	40699999	2	0.66384778012685	0.04069767441860465
chr1	21520500	21520999	2	0.6617746288798921	0.19078947368421054
chr1	18869000	18869499	2	0.6592592592592592	0.09074074074074075
chr1	77770000	77770499	2	0.6571969696969697	0.22916666666666669
chr1	22859500	22859999	2	0.6565997406215476	0.2356020942408377
chr1	23720500	23720999	2	0.6547842401500938	0.07692307692307693
chr1	31785000	31785499	2	0.6515126467184658	0.03326996197718631
chr1	28245000	28245499	2	0.6494565217391304	0.16304347826086957
chr1	32661500	32661999	2	0.6491379310344828	0.27586206896551724
chr1	33661000	33661499	2	0.6483516483516485	0.17857142857142855
chr1	3656000	3656499	2	0.6467391304347827	0.125
chr1	87593000	87593499	2	0.6461267605633803	0.22887323943661972
chr1	55288000	55288499	2	0.6458666533386646	0.10823170731707318
chr1	28132500	28132999	2	0.6455128205128204	0.14615384615384616
chr1	9130500	9130999	2	0.6438033428165006	0.222972972972973
chr1	25046000	25046499	2	0.642156862745098	0.10784313725490197
chr1	33501000	33501499	2	0.640909090909091	0.2909090909090909
chr1	25237000	25237499	2	0.6409090909090909	0.1590909090909091
chr1	11900500	11900999	2	0.6401515151515151	0.041666666666666664
chr1	4027000	4027499	2	0.6389943074003794	0.008064516129032258
chr1	10473000	10473499	2	0.6343582887700534	0.10882352941176471
chr1	19014000	19014499	2	0.6328748890860691	0.12732919254658387
chr1	42955000	42955499	2	0.6326086956521739	0.275
chr1	13713500	13713999	2	0.6317204301075268	0.20161290322580647
chr1	38062000	38062499	2	0.6314935064935064	0.10064935064935066
chr1	2581000	2581499	2	0.631342062193126	0.23404255319148937
chr1	15830500	15830999	2	0.6282642089093702	0.08602150537634409
chr1	8658500	8658999	2	0.6267482517482519	0.25961538461538464
chr1	32316500	32316999	2	0.6245145631067961	0.02548543689320388
chr1	8053000	8053499	2	0.6238095238095238	0.2619047619047619
chr1	39524000	39524499	2	0.6222826086956522	0.1902173913043478
chr1	30689000	30689499	2	0.6202359346642468	0.10344827586206896
chr1	10203500	10203999	3	0.39015606242497	0.3010204081632653
chr1	91864000	91864499	3	0.3188920454545454	0.2265625
chr1	59107500	59107999	3	0.3160377358490566	0.1839622641509434
chr1	61052000	61052499	3	0.31376262626262624	0.3806818181818182
chr1	19580000	19580499	3	0.3044263775971092	0.15853658536585366
chr1	56495500	56495999	3	0.2967649647887324	0.1328125
chr1	5975500	5975999	3	0.2965686274509804	0.27205882352941174
chr1	17310500	17310999	3	0.2881546558017146	0.41386554621848737
chr1	17303500	17303999	3	0.287037037037037	0.08333333333333334
chr1	94606500	94606999	3	0.2829414374445431	0.25510204081632654
chr1	59605000	59605499	3	0.27886977886977893	0.5454545454545454
chr1	30724000	30724499	3	0.27473763118440775	0.13043478260869565
chr1	17465500	17465999	3	0.2720588235294118	0.4779411764705882
chr1	1038500	1038999	3	0.2621600158824698	0.3972602739726027
chr1	56229000	56229499	3	0.262133072407045	0.37142857142857144
chr1	66279500	66279999	3	0.2619825708061002	0.11764705882352941
chr1	21788000	21788499	3	0.2540322580645161	0.25
chr1	63592500	63592999	3	0.24842436974789914	0.11764705882352941
chr1	43810000	43810499	3	0.24405317164179108	0.6328125
chr1	23119500	23119999	3	0.2427083333333333	0.15833333333333333
chr1	54331000	54331499	3	0.2311688311688312	0.41883116883116883
chr1	26600000	26600499	3	0.22238562091503267	0.5220588235294118
chr1	51434500	51434999	3	0.2195852534562212	0.2661290322580645
chr1	9759000	9759499	3	0.21464194373401535	0.4647058823529412
chr1	9085500	9085999	3	0.21428571428571425	0.20238095238095238
chr1	44412500	44412999	3	0.2132478632478632	0.10897435897435898
chr1	62001500	62001999	3	0.21150097465886952	0.7314814814814814
chr1	24465000	24465499	3	0.2099780701754386	0.19791666666666666
chr1	21696000	21696499	3	0.2078677000720981	0.6506849315068493
chr1	8426000	8426499	3	0.2076680672268908	0.6066176470588235
chr1	62011000	62011499	3	0.20714285714285718	0.6928571428571428
chr1	31108500	31108999	3	0.205297657425317	0.20959595959595959
chr1	44833000	44833499	3	0.2018514337322196	0.7034883720930232
chr1	52599000	52599499	3	0.20028409090909083	0.640625
chr1	64930000	64930499	3	0.19999999999999996	0.42500000000000004
chr1	17465000	17465499	3	0.19952867242733696	0.5373134328358209
chr1	3658000	3658499	3	0.19900530503978786	0.3413793103448276
chr1	6004500	6004999	3	0.19880988709185243	0.6460176991150441
chr1	41707000	41707499	3	0.19688644688644685	0.5595238095238095
chr1	61996500	61996999	3	0.1964285714285714	0.7285714285714285
chr1	11843500	11843999	3	0.1962978906586311	0.13043478260869565
chr1	11740000	11740499	3	0.19488592668546528	0.2891566265060241
chr1	20851500	20851999	3	0.19407051282051285	0.3020833333333333
chr1	35097500	35097999	3	0.19330887491264842	0.4363207547169811
chr1	8898500	8898999	3	0.19216141001855291	0.38181818181818183
chr1	7899500	7899999	3	0.19132653061224486	0.19642857142857145
chr1	41772000	41772499	3	0.19034090909090917	0.6409090909090909
chr1	28456000	28456499	3	0.1882284382284382	0.4519230769230769
chr1	20603500	20603999	3	0.18822393822393818	0.16891891891891891
chr1	26304500	26304999	3	0.1875000000000001	0.47916666666666663
chr1	54237000	54237499	3	0.18706435150609912	0.7536407766990291
chr1	41726000	41726499	3	0.18575174825174823	0.6363636363636364
chr1	41506000	41506499	3	0.18530701754385953	0.3585526315789474
chr1	22639000	22639499	3	0.1850568585643212	0.44589552238805974
chr1	18567500	18567999	3	0.18452380952380953	0.7083333333333333
chr1	41882000	41882499	3	0.18125	0.06875
chr1	87305000	87305499	3	0.1811735261401557	0.18951612903225806
chr1	24468500	24468999	3	0.17994505494505497	0.695054945054945
chr1	24165000	24165499	3	0.17972699696663297	0.7441860465116279
chr1	43764500	43764999	3	0.1765282131661443	0.5905172413793103
chr1	40859500	40859999	3	0.17583120204603575	0.5551470588235294
chr1	6753500	6753999	3	0.17416666666666675	0.3958333333333333
chr1	61620500	61620999	3	0.17294207317073174	0.534375
chr1	61051500	61051999	3	0.17261904761904767	0.4809523809523809
chr1	64934500	64934999	3	0.16875	0.20625
chr1	36735500	36735999	3	0.16796008869179602	0.5365853658536586
chr1	61976000	61976499	3	0.16763157894736835	0.76
chr1	44431000	44431499	3	0.1664566532258065	0.6108870967741935
chr1	39064500	39064999	3	0.16617647058823537	0.5720588235294117
chr1	17312000	17312499	3	0.16428571428571426	0.2232142857142857
chr1	1182500	1182999	3	0.16391831166746912	0.27425373134328357
chr1	79593500	79593999	3	0.16203703703703698	0.7546296296296297
chr1	43363000	43363499	3	0.1606305672761369	0.5569620253164557
chr1	95227500	95227999	3	0.16016624040920702	0.5318627450980393
chr1	56557500	56557999	3	0.1588297872340425	0.405
chr1	87574500	87574999	3	0.1578947368421053	0.5921052631578947
chr1	28180000	28180499	3	0.1571969696969696	0.44886363636363635
chr1	35575000	35575499	3	0.15717764378478666	0.4346590909090909
chr1	64681000	64681499	3	0.15693681318681318	0.7403846153846154
chr1	33445000	33445499	3	0.15657059110894	0.6151685393258427
chr1	46194500	46194999	3	0.15638528138528152	0.7678571428571428
chr1	41981000	41981499	3	0.15603913630229418	0.1644736842105263
chr1	67754500	67754999	3	0.15596205962059623	0.1611111111111111
chr1	12142000	12142499	3	0.15582706766917298	0.5763157894736842
chr1	4763000	4763499	3	0.15456989247311825	0.5120967741935484
chr1	28284500	28284999	3	0.15451388888888884	0.484375
chr1	6161000	6161499	3	0.15416666666666667	0.09583333333333333
chr1	62050500	62050999	3	0.15396825396825387	0.7666666666666667
chr1	41771500	41771999	3	0.15365953947368421	0.3736842105263158
chr1	42145500	42145999	3	0.15297875941440295	0.1688034188034188
chr1	10427000	10427499	3	0.1515151515151515	0.3522727272727273
chr1	40356500	40356999	3	0.15058398220244715	0.22844827586206898
chr1	20948000	20948499	3	0.15013938669852644	0.25308641975308643
chr1	24487500	24487999	3	0.14987714987714995	0.6136363636363636
chr1	61966000	61966499	3	0.1495088597842834	0.7869318181818182
chr1	44724500	44724999	3	0.1489068610024884	0.4181034482758621
chr1	17356000	17356499	3	0.1486631016042781	0.29545454545454547
chr1	6395000	6395499	3	0.14853603603603593	0.5472972972972974
chr1	52534000	52534499	3	0.14776785714285712	0.7428571428571429
chr1	58741500	58741999	3	0.14747474747474754	0.5303030303030303
chr1	47806000	47806499	4	0.515625	0.359375
chr1	43540500	43540999	4	0.4995519713261648	0.2782258064516129
chr1	3064000	3064499	4	0.40625000000000006	0.4270833333333333
chr1	59521000	59521499	4	0.39205579138872043	0.45588235294117646
chr1	33170500	33170999	4	0.37367021276595735	0.5625
chr1	61442000	61442499	4	0.37202380952380953	0.4821428571428571
chr1	4055000	4055499	4	0.3712606837606837	0.4134615384615385
chr1	3063500	3063999	4	0.36832319134550373	0.5196078431372549
chr1	33389500	33389999	4	0.3659259259259259	0.5599999999999999
chr1	56374000	56374499	4	0.36309523809523814	0.47023809523809523
chr1	14988000	14988499	4	0.3550522941970311	0.4294871794871795
chr1	3062500	3062999	4	0.3549094510469723	0.4543010752688172
chr1	67706000	67706499	4	0.35460372960372954	0.5909090909090909
chr1	62337500	62337999	4	0.35227272727272724	0.39772727272727276
chr1	3145500	3145999	4	0.34811402245896916	0.445364238410596
chr1	9018500	9018999	4	0.34777777777777763	0.43000000000000005
chr1	94094500	94094999	4	0.34476950354609925	0.05416666666666667
chr1	9092000	9092499	4	0.34	0.41
chr1	21935000	21935499	4	0.33750000000000013	0.5125
chr1	36135000	36135499	4	0.33452380952380967	0.31547619047619047
chr1	36420000	36420499	4	0.32569337442218793	0.4470338983050848
chr1	26159000	26159499	4	0.32234589041095885	0.46875
chr1	3063000	3063499	4	0.32234559333795976	0.45038167938931295
chr1	60984000	60984499	4	0.32113821138211374	0.2621951219512195
chr1	14968500	14968999	4	0.3192567567567568	0.4375
chr1	24437500	24437999	4	0.3125	0.4375
chr1	3415500	3415999	4	0.30952380952380953	0.5446428571428571
chr1	25664500	25664999	4	0.307327001356852	0.5335820895522388
chr1	3146000	3146499	4	0.30729166666666674	0.5
chr1	77139000	77139499	4	0.3069390715667313	0.5851063829787233
chr1	3314500	3314999	4	0.30528215223097116	0.3405511811023622
chr1	5431500	5431999	4	0.3038302277432712	0.4818840579710145
chr1	63827500	63827999	4	0.3035714285714286	0.5714285714285714
chr1	96538500	96538999	4	0.2998294808639637	0.45879120879120877
chr1	27562000	27562499	4	0.2990747686921731	0.5672043010752688
chr1	47987000	47987499	4	0.2988095238095238	0.3261904761904762
chr1	7388500	7388999	4	0.2963386727688786	0.42105263157894735
chr1	19140500	19140999	4	0.2950450450450449	0.6216216216216217
chr1	2214500	2214999	4	0.2947928331466965	0.4946808510638298
chr1	634500	634999	4	0.2927536231884058	0.5072463768115942
chr1	65196000	65196499	4	0.2909663865546219	0.5661764705882353
chr1	61888000	61888499	4	0.28333333333333344	0.5166666666666666
chr1	16018000	16018499	4	0.2829912023460409	0.3306451612903226
chr1	3109500	3109999	4	0.2826923076923077	0.4673076923076923
chr1	53037000	53037499	4	0.2821969696969697	0.6666666666666666
chr1	22137000	22137499	4	0.28216090167120095	0.4759036144578313
chr1	83150500	83150999	4	0.28125000000000006	0.49999999999999994
chr1	59039500	59039999	4	0.28115501519756836	0.6117021276595744
chr1	8381500	8381999	4	0.2791160559354906	0.5773195876288659
chr1	89980500	89980999	4	0.2785714285714287	0.5714285714285714
